"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","PaperlessBilling","MonthlyCharges","TotalCharges","Churn","MultipleLinesNo phone service","MultipleLinesYes","InternetServiceFiber optic","InternetServiceNo","OnlineSecurityNo internet service","OnlineSecurityYes","OnlineBackupNo internet service","OnlineBackupYes","DeviceProtectionNo internet service","DeviceProtectionYes","TechSupportNo internet service","TechSupportYes","StreamingTVNo internet service","StreamingTVYes","StreamingMoviesNo internet service","StreamingMoviesYes","ContractOne year","ContractTwo year","PaymentMethodCredit card (automatic)","PaymentMethodElectronic check","PaymentMethodMailed check"
0,0,1,1,62,1,1,70.45,4300.45,"No",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,43,1,0,86.45,3574.5,"No",0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,1,0,0,24.6,24.6,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,1,86,86,"Yes",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,1,21,1,0,20.75,452.2,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,1,0,34,1,0,71.55,2427.35,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,20,1,0,20.05,406.05,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,35,1,0,19.25,617.65,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,1,1,35,0,0,40.9,1383.6,"No",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,1,0,6,1,1,80.8,457.1,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,29,1,1,101.45,2948.6,"No",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,1,0,59,1,1,99.5,5961.1,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,34,1,1,109.8,3587.25,"Yes",0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1,0,1,1,8,1,1,76.15,645.8,"No",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
1,0,1,1,63,1,0,74.5,4674.55,"No",0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,1,0,1,1,0,76.2,76.2,"Yes",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,70,1,1,90.15,6237.05,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,41,1,1,94.3,3893.6,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,19,1,0,19.9,367.55,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,69,1,1,79.2,5420.65,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,0,35,1,1,62.15,2215.45,"No",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,69,1,1,84.7,5878.9,"No",0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,0,23,1,0,24.8,615.35,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,13,0,0,49.15,649.4,"No",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,10,1,0,20.1,184.4,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,1,0,0,52,1,1,72.95,3829.75,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,19.2,19.2,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,4,1,0,45.25,155.35,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,35,1,0,70.55,2419,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,7,1,1,69,506.9,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,19,0,1,39.7,710.05,"No",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,57,1,0,20.75,1123.15,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,7,1,1,79,522.95,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0,65,1,1,99.1,6496.15,"No",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,72,1,1,93.25,6688.95,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,7,0,0,35.3,264.8,"No",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,55,1,0,20,1087.25,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,0,1,1,1,50.7,50.7,"No",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,50,1,0,54.9,2614.1,"No",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,3,1,1,69.15,235,"No",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,8,1,0,19.2,156.85,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,45,1,1,95.95,4456.65,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,13,1,1,71.95,923.85,"No",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,64,1,0,24.9,1595.5,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,48,1,1,103.85,4946.05,"No",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,43,1,1,56.35,2391.15,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,1,1,0,19.75,19.75,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,44,1,0,56.25,2419.55,"No",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,4,1,1,88.85,372.45,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,12,1,1,112.95,1384.75,"Yes",0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,43,1,1,24.45,993.15,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,18,1,1,90.1,1612.75,"Yes",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,57,1,1,112.95,6465,"Yes",0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1,0,0,0,72,1,1,103.65,7634.8,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,1,1,39,1,1,86.3,3266,"Yes",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,4,1,1,74.4,299.7,"Yes",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,1,0,64,1,0,97,6430.9,"No",0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1,1,0,0,23,0,1,34.65,768.45,"No",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,31,1,1,49.2,1498.55,"No",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1,1,0,70,70,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,44,1,1,20.5,865.05,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,0,52,1,1,105.05,5624.85,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,54,1,0,20.1,1079.45,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,7,1,1,49.75,331.3,"Yes",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,1,1,72.1,72.1,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,17,1,0,90.2,1454.15,"Yes",0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,68,0,1,39.9,2796.35,"No",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,52,1,1,106.3,5487,"No",0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,9,1,1,20.45,147.55,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,1,30,1,0,64.5,1929.95,"No",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0,0,1,13,1,0,44,659.35,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,37,1,0,19.35,683.75,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1,1,0,60,1,1,100.5,6029,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,0,42,1,1,105.2,4400.75,"Yes",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,1,1,0,80.5,80.5,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,21,1,1,99.85,1992.55,"No",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,1,1,25,1,1,89.15,2257.75,"Yes",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,69,1,1,82.45,5555.3,"No",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,0,0,49,1,0,43.8,2106.05,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,6,1,0,19.85,138.85,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,1,0,0,42,1,1,84.65,3541.35,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,0,61,1,0,64.05,3902.6,"No",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0,1,1,72,1,1,75.4,5480.25,"No",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1,0,0,1,16,1,1,69.1,1083.7,"No",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,61,1,1,106.2,6375.2,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1,1,1,50.45,50.45,"Yes",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,9,1,0,49.2,447.9,"No",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,67,1,1,89.55,6373.1,"No",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,53,1,0,20.9,1146.05,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,39,1,0,75.25,3017.65,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,26,1,1,82,2083.1,"No",0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,1,0,48,0,0,34.7,1604.5,"Yes",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,60,1,1,84.95,4984.85,"No",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,1,1,0,19.05,19.05,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,1,15,1,1,91,1430.05,"No",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,6,1,1,69.8,377.85,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,57,1,1,104.9,5913.95,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
0,1,1,1,71,1,0,69.2,4982.5,"No",0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0,0,1,55,1,0,19.1,1001.5,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,58,0,1,55.5,3166.9,"No",1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,1,0,3,0,1,35.15,99.75,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,1,1,0,21.1,21.1,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,42,1,1,78.45,3373.4,"No",0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,1,6,1,0,26.35,184.05,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,0,35,1,1,95.45,3474.05,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,68,1,1,19.95,1303.25,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,0,0,13,1,1,59.9,788.35,"No",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,17,1,1,104.2,1743.5,"Yes",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,72,1,1,112.6,8126.65,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,8,1,0,20,141.6,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,0,0,63,1,1,89.6,5538.8,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,58,1,1,71.1,4299.2,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
1,1,1,1,38,1,0,101.15,3741.85,"No",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,46,1,0,108.65,4903.2,"No",0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,1,0,59,1,0,113.75,6561.25,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,41,1,1,89.55,3729.75,"No",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0,0,0,24,1,1,79.85,2001,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,34,1,1,105.35,3540.65,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,54,1,0,82.45,4350.1,"Yes",0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
1,1,1,0,58,1,1,98.7,5812.6,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,8,1,1,20.7,137.6,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,72,1,1,109.9,7624.2,"No",0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,1,1,35,1,1,69.15,2490.15,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,0,0,39,0,1,48.95,1880.85,"Yes",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,54,1,1,105.2,5637.85,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
0,0,0,0,68,1,0,20.05,1386.9,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,1,1,56,1,1,104.55,5794.65,"Yes",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,15,1,1,84.35,1302.65,"No",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,35,1,0,20.75,739.9,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0,0,51,1,0,86.35,4267.15,"No",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,1,1,1,59.85,59.85,"Yes",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,65,1,1,105.5,6985.65,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,9,1,1,70.05,564.4,"No",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,0,1,1,69,1,1,95.2,6671.7,"No",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,2,1,0,70,153.05,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,50,1,0,20.55,1070.25,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,1,2,1,0,80.55,188.1,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,56,1,1,99.8,5515.45,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
1,0,1,1,40,1,1,74.55,3015.75,"No",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,4,1,1,85.95,381.3,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,4,1,1,55.3,238.5,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,22,1,1,20.55,469.85,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,1,1,1,44.35,44.35,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,72,1,1,82.3,5980.55,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1,1,1,0,69,0,0,56.55,3952.65,"No",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
1,0,1,0,60,1,0,19.95,1258.15,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,67,1,0,50.55,3260.1,"No",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,1,1,59,1,1,76.45,4519.5,"No",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
0,0,1,1,3,1,0,19.65,60.65,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,52,1,0,23.05,1255.1,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,67,0,1,53.4,3579.15,"No",1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,2,1,1,75.9,143.35,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,27,1,0,81.7,2212.55,"No",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,0,9,1,1,74.25,639.65,"Yes",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,20,1,1,85.8,1727.5,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,1,1,0,55.55,55.55,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,2,1,1,70.4,154.8,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,72,1,1,114,8093.15,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,64,1,1,105.65,6903.1,"Yes",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,0,1,0,43,1,0,66.25,2907.35,"No",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,70,1,1,84.8,5917.55,"No",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,23,0,1,44.95,996.85,"No",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,72,1,0,115.8,8332.15,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,71,0,0,58.65,4145.25,"No",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
0,0,1,1,0,0,0,56.05,NA,"No",1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,31,1,1,75.25,2344.5,"No",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,49,1,1,20.15,973.35,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,1,13,1,1,64.75,877.35,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
1,0,1,1,53,1,1,19.4,1110.35,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,26,1,0,19.8,457.3,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,1,1,1,0,44,44,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,20,1,1,20,416.45,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,1,13,1,1,78.3,1033.95,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,10,1,1,100.6,1060.2,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,43,1,0,94.35,3921.3,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
0,0,0,0,4,1,1,88.95,355.2,"Yes",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,45,1,0,73.55,3349.1,"No",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,0,0,1,1,1,70.7,70.7,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,20.25,20.25,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,5,1,1,82.75,417.75,"No",0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,29,1,0,67.45,1801.1,"No",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,2,1,1,20.7,39.85,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,68,1,1,88.15,6148.45,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,2,0,1,34.7,62.25,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,40,1,1,106,4178.65,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,26,0,0,38.85,1025.15,"No",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,2,1,0,79,143.65,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,1,1,0,45.6,45.6,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,16,0,1,38.9,664.4,"No",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,2,1,0,70.7,140.7,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,2,1,1,86.25,181.65,"Yes",0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,1,71,1,0,19.85,1326.35,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,15,1,1,55.7,899.8,"Yes",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,22,1,1,104.6,2180.55,"No",0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,67,0,0,54.2,3623.95,"No",1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,1,0,71,1,1,116.25,8564.75,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,1,0,38,1,1,79.45,3013.05,"Yes",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,4,1,1,50.55,235.65,"No",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27,1,1,56.7,1652.95,"No",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,66,1,1,58.2,3810.8,"No",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1,1,1,0,29,1,1,79.3,2414.55,"No",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
